token,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,DEMA,EMA,HT_TRENDLINE,macd,macdsignal,macdhist,mfi,willr,ad,adosc,obv,atr,natr,trange,Quotes_label
BTCUSDT,0.3623220807983863,0.3619921261708335,0.367133273372702,0.6497956536641873,0.4766026777592851,0.684000726669298,0.4910816755353048,0.4944317365819151,0.5063169686001511,0.3999462445354842,0.4394228854605548,0.9518313784899116,0.481493934824566,0.3661032106970939,0.2140974539021594,0.1782437692934896,0.1516099455261318,Steady
ETHUSDT,0.4895940492795793,0.5110838212194766,0.5027088820749878,0.6533452088919369,0.8261049142167541,0.7047473304377243,0.1423343162295022,0.165321087726622,0.6080190693118618,0.3313340109173309,0.3575759945668578,0.9689388376291936,0.2579051915455316,0.8067314397989302,0.326164179246586,0.1842633698328503,0.1062571982078543,Steady
BNBUSDT,0.2294139555555798,0.1922041604967491,0.2239521164581237,0.4315577488040518,0.3186039398452125,0.4919809442794823,0.3651451068156932,0.3172966804707437,0.766871563662839,0.3483330853990405,0.6342788707757098,0.9963459308698156,0.3940408306402189,0.3589307250538946,0.1715642936978435,0.0913555006452176,0.0527386956906469,Down
NEOUSDT,0.0941654897635521,0.1073517264898215,0.1240703771913878,0.3871186483004707,0.1825925325726382,0.2932070497293094,0.2982483279110816,0.2658773835794007,0.7214181762904349,0.2533888685590245,0.230326070888081,0.94265945873904,0.1392902200672949,0.7543598120614033,0.0970008732499242,0.1135048355852301,0.023239289446186,Down
LTCUSDT,0.1078727810287933,0.1267312348668279,0.1467525855729252,0.4650390931481969,0.1978597329379052,0.3550396790405083,0.3448509191460026,0.366747871510074,0.6605353064505817,0.1603306071970223,0.2620259454238571,0.6747955847856029,0.3111302744704561,0.039643230413048,0.1404909348814874,0.1341666719539864,0.0416358874487946,Steady
QTUMUSDT,0.1800099709955988,0.1939455782312926,0.2122720455249637,0.5820286170001391,0.3718372433062796,0.6171982407783688,0.2195101160584551,0.2491520049000133,0.5208362672332103,0.3164455189691076,0.4101654561012776,0.9759229147914928,0.2755939636780226,0.8915212431419832,0.1750393797931013,0.0912046672245133,0.1003593009962435,Down
ADAUSDT,0.5335095116385985,0.5494980525412047,0.5486183089223502,0.6190671156182112,0.8452072742222979,0.7718332324033356,0.000788142007786,0.0198373141236843,0.3924730718147819,0.2298487930774326,0.3686945257789564,0.9298035653480188,0.0801369071792942,0.7390542746232486,0.4908424133876892,0.2097525541082031,0.050715742271911,Down
XRPUSDT,0.2543508506855122,0.320783204504381,0.454285974519727,0.5881085973022172,0.4917486542615383,0.6456211627743255,0.2828081272310246,0.2246405941172934,0.5603512187061721,0.2402850501987514,0.3882425548047629,0.9418691650687678,0.1545235317291698,0.4342879754618448,0.1705048920528958,0.0913981081684382,0.0276521514407545,Down
EOSUSDT,0.0299939441489359,0.0448342931625167,0.0971048325443457,0.2215456550286417,0.1225771877982184,0.1971888494179544,0.186779574875999,0.2350767200658605,0.5236899473507061,0.3819321829312526,0.1538624918827626,0.8947013576046133,0.3219075101924717,0.5105791938254052,0.0686809071872018,0.1034940418182992,0.018086523940659,Down
TUSDUSDT,0.4377767672147306,0.7767857142856638,0.8876579004288054,0.8319928657195643,0.8581477947836845,0.8459247416668485,0.6516528743977361,0.7025110710591859,0.5183208951875106,0.7209904378351253,0.4739583333333723,0.0683162431740037,0.6173448031510452,0.8905347504309462,0.0005091732501814,0.0005075950959642,4.965489845572718e-05,Steady
IOTAUSDT,0.2742687308260625,0.2851780106601855,0.2925482549495403,0.691867480487276,0.4185184934150365,0.7208359613721137,0.4147787272850526,0.5473820346059313,0.3436964769762545,0.3757875434132726,0.173639289509507,0.8254856619006289,0.0495140086428314,0.8082437484793088,0.3231905975512835,0.2220458884434982,0.1020739749593806,Up
XLMUSDT,0.0767368254380489,0.1033886213661493,0.1514320696248095,0.2860081508173908,0.1369446631014185,0.2182406800690111,0.3482303633794428,0.3528023702456372,0.6501040038540445,0.2034020681935545,0.3034372558810887,0.9549644081319753,0.4542592345082326,0.8777120583994625,0.0462373181977772,0.1053056840211604,0.0113839962512748,Down
ONTUSDT,0.0630975545370121,0.0730522716067515,0.1233186757885542,0.3490046202178811,0.1477407258848235,0.2357679490859591,0.4029370064287826,0.4602656583414552,0.5380598856620328,0.0995918927978627,0.2053656910384433,0.966390822560798,0.3090054232253534,0.7942582845482604,0.0735491325650065,0.1091766765313956,0.0184132141890063,Down
TRXUSDT,0.2792757675326304,0.3272438921566657,0.3895752400403245,0.7637584459985358,0.4723952426549814,0.8282194812962616,0.5484781644738216,0.6527204018136896,0.5095104844833652,0.1933916831662409,0.1780047050709843,0.8316846078134398,0.1878748244828097,0.5054748467512015,0.2449453968156073,0.1743437254681659,0.0443616029822927,Steady
ETCUSDT,0.2290012632170051,0.2974275228185435,0.359658782399356,0.1503628341925581,0.5751867293469757,0.1858394912441831,0.0887742598737935,0.0935513637443109,0.4328434194629139,0.0844504336000561,0.1802725307679623,0.9528496908811516,0.1164192633922416,0.7300040390930723,0.12400853434154,0.0730694115360293,0.0114903152437748,Down
ICXUSDT,0.3741587354882418,0.3831127787866326,0.3778340316091545,0.8154062665632273,0.4626287131840287,0.9067337676633532,0.5961011092978966,0.7102892035541357,0.3311672311862309,0.2114697265402497,0.2221404606385436,0.9359183456707364,0.3502680327218768,0.9062929868845114,0.3890025437776899,0.1853580801219215,0.0865411371857898,Up
NULSUSDT,0.1065510769059605,0.0974649778955028,0.081921915347938,0.4521064180673886,0.1462381969979392,0.3474272420377689,0.6015586737480532,0.5804776441589165,0.6260351339160398,0.7179871049770483,0.2661653486727904,0.0137052385752769,0.285262015542,0.9620311236028452,0.2218428766095369,0.2919837676658339,0.1079842931937172,Down
VETUSDT,0.1330477551141709,0.1397773472330521,0.1390649959122203,0.4320344116616172,0.2433828486622545,0.4636348114597647,0.2667677844984137,0.181588412011122,0.6956360053043931,0.1737461450385708,0.3968699318502862,0.843472434785187,0.2129915884212005,0.8225584357016791,0.123698996080482,0.1160212076183481,0.0805877521219311,Down
PAXUSDT,0.2199565460758526,0.584158415841773,0.8414090765251474,0.6127597111623386,0.6735780473098493,0.633054961803845,0.4956782815326571,0.6300708158411711,0.3820668820743439,0.4165157658898046,0.4105691056912094,0.0037237046101508,0.4551896311363176,0.2190781094977832,0.0445049264002342,0.0445049387296813,0.0,Steady
USDCUSDT,0.6358008069612963,0.7419354838706615,0.7652162195646623,0.763217367428459,0.7722571560795712,0.7380928050533341,0.6939246130876223,0.7359992087095443,0.5258129004453623,0.7350429715385361,0.1488605477733706,0.0049354041314294,0.5559368061057238,0.4016347725673369,0.0321053418720512,0.0320538602197097,0.0020491803278663,Steady
LINKUSDT,0.2337272583810302,0.2449796401350364,0.2539524630210933,0.6344040627568652,0.3305928099640852,0.5213052917908932,0.3513775308245175,0.3251657794896823,0.6804691643226939,0.399068244305052,0.3312521747117946,0.9012083953652258,0.3484129203030772,0.6357299674831112,0.2161814760954826,0.1554295789860378,0.0467905869425876,Steady
WAVESUSDT,0.3989157855664532,0.5115507042445929,0.5791177904183177,0.7044497074532785,0.850602472176372,0.7882407355904406,0.2651978436553894,0.3023092406233558,0.4129484895285487,0.4652990639425128,0.312257235569295,0.869954065956067,0.2762972720298432,1.0,0.3273644816722718,0.1368594514082969,0.0398523985239853,Steady
BTTUSDT,0.1005732662865621,0.1322121708318794,0.2212872865824268,0.5070385463369739,0.2182698124003509,0.5462098445761105,0.447285849787792,0.4592105726562026,0.4918407159610876,0.1168272726470201,0.2189467543471044,0.8483392208332412,0.4527291800085184,0.6078123875643088,0.0734628040045593,0.1080877589702561,0.0249759596642148,Down
ONGUSDT,0.2953343400225665,0.7158963676604602,0.8870951610979516,0.8334280512095367,0.9422804489356864,0.8508055097593297,0.4833931195992281,0.5240813287797127,0.251788669824387,0.5576729459450696,0.6240693658863949,0.1361018326215062,0.8917947356477254,1.0,0.1651053892600269,0.0863261125527987,0.031535062713797,Steady
HOTUSDT,0.1057310051906405,0.1430153382183164,0.188024860923968,0.5017853440572771,0.2643762888141377,0.5734303277459999,0.43814176245972,0.4918783297946774,0.2585734880003352,0.2439185987354989,0.1886660408533145,0.2208703612991747,0.6240501117329463,0.6521275533684051,0.0953398122668507,0.1172418143429439,0.0148078705429908,Down
ZILUSDT,0.1194490617601953,0.1316418546306597,0.1383436998720108,0.4981322277202211,0.1655735912952054,0.3490644099353708,0.5501944941030814,0.5580035032879662,0.6066233946529914,0.3745049953819716,0.2606676520633116,0.803300690163819,0.3468294496691727,0.9063833841762864,0.1174540984490227,0.142692064525981,0.0374725756910926,Down
ZRXUSDT,0.160554792705766,0.1652283782930065,0.1842380028169472,0.570591070296374,0.2332599226267747,0.5572206747706459,0.5718103110430895,0.5860228385703794,0.5207310823356894,0.1136837528467164,0.3101643741112804,0.9603739871630296,0.4212681574944214,0.731754012627496,0.1665163808139832,0.1498050796177654,0.0703505355404089,Steady
FETUSDT,0.7548423195198715,0.7420724094881403,0.685979069234629,0.8721948968786136,0.9782492469027372,1.0,0.440957187613092,0.5428921427988066,0.259318289641455,0.0,0.398650753274306,0.0,0.292435808841311,0.6002264570840212,0.8404021555975282,0.2012230661424542,0.1594590720122328,Steady
BATUSDT,0.1064947787246987,0.1116529207553237,0.1142348663709187,0.4317182372296516,0.1982198048879837,0.4459682986916701,0.5125122492801895,0.4992447848617009,0.6476795349234531,0.1139690819576865,0.2647709256238263,0.8960528701774543,0.3775935706589419,0.576035201544622,0.1017734432813547,0.1127357115590112,0.0592191294601159,Down
XMRUSDT,0.1581773437039681,0.1640448103577544,0.2154543364490559,0.4527935410295962,0.2380122371407594,0.4346438319249673,0.3685421586802304,0.2881248745654206,0.7827070049796088,0.1245054691399294,0.593600802722508,0.8522309782914413,0.2954642466386908,0.7180803363986701,0.0985632610116179,0.0806455195924474,0.0682102918658066,Steady
ZECUSDT,0.0592392357237812,0.0664385514684915,0.0730678211200241,0.2860079886349418,0.1145105450840492,0.2036745535517003,0.3591885470240625,0.3493604456292133,0.7371528252641376,0.13839285925878,0.1519802798368855,0.925255589769439,0.4156410423925427,0.6703414839523009,0.0652422290558856,0.1017965120727117,0.0078517587939698,Down
IOSTUSDT,0.5657532528786254,0.6337905768083832,0.6546499990060505,0.8356184900055702,0.9094037783313572,1.0,0.397871474014352,0.537097484556858,0.1238059881732715,0.3002537888259798,0.1876094100093977,0.9243795474258448,0.2648111526309638,0.8997119239218335,0.6204332521668446,0.2310881116583345,0.1645365263016277,Up
CELRUSDT,0.8231099779369817,0.9206029008566192,0.8937383760961755,1.0,1.0,1.0,0.9127790204275024,1.0,0.3211934424979558,0.7641624167704852,0.503861914460305,0.4448882539109395,0.1450600964018048,0.7343475205724178,0.9587446898622802,0.2118728474304609,0.1973554649036433,Crazy rise
DASHUSDT,0.1310619277622906,0.128732106339468,0.1406442029273114,0.423639550061735,0.2398757963180001,0.4321873740299881,0.3262423601983723,0.3292003358621234,0.656181131347452,0.1302613006754528,0.3099409744858624,0.7935560424158237,0.2881152145952171,0.5461491732675621,0.1444135214577771,0.1159903315301853,0.0765713588977625,Down
NANOUSDT,0.0670490936404415,0.1060448967438695,0.3127388288742311,0.2632266868834736,0.1790936243345525,0.2549576934858833,0.1690759344914536,0.1690549724988479,0.6316615269107606,0.3455676731890258,0.1814357436388807,0.024707699851895,0.3458999009554033,0.8218695126554025,0.0735844927022116,0.1292881309432545,0.0157569482641472,Down
OMGUSDT,0.8484446187881857,0.796796505983552,0.6347080460421213,1.0,0.8624313026083142,1.0,0.9328354751051168,0.8958186519772832,0.6247112121159488,0.4597395170641197,1.0,1.0,1.0,1.0,0.6650503623729619,0.1029076520541648,0.4586900258809478,Crazy rise
THETAUSDT,0.0397001428803243,0.0819302237912709,0.1409152362265847,0.2186055187925935,0.0397185688396054,0.0992579963264464,0.440114985309978,0.4308112788343236,0.4201069501445005,0.3402818823452324,0.1851610880122863,0.5823445012222445,0.2611339232314699,0.5253955114969578,0.0133497872561382,0.1756902530164687,0.0051921079958463,Down
ENJUSDT,0.0968356577677083,0.1267271546592586,0.2279009666128041,0.3623819045999102,0.2177129854224993,0.4577719699605448,0.4203356748174306,0.389423165388905,0.5198611182491709,0.0914127713119757,0.2362648018361816,0.8853961543335798,0.20370358069232,0.7579142357408098,0.0851215474014444,0.1221486159113515,0.0596985518668109,Down
MITHUSDT,0.0341555499651917,0.036939069956716,0.2294370768339374,0.4154696032994189,0.0886236951171935,0.3633491803629705,0.6400895871125737,0.6475223359341704,0.5021851997829959,0.0549615913730898,0.1187806306490512,0.0,0.3133638637236355,0.8577243724162178,0.0255788248107824,0.0952908192899265,0.0371927857209606,Down
MATICUSDT,0.3529623295394551,0.4679535531955285,0.5473722989370379,0.290326911422945,0.7456447860331474,0.2952404755634822,0.1106785385981481,0.1172085292635101,0.3542175472198781,0.132309810731875,0.2643711350463696,0.9548699546954807,0.1451895215527287,0.581438116130483,0.2059089054621832,0.1115392314257948,0.0226029848497214,Down
ATOMUSDT,0.8031154742734051,0.8570086965471106,0.7846616104767568,0.981813084764291,1.0,1.0,0.6933598634526912,0.8966251525390169,0.227228002052591,0.2283334375113594,0.4588111211540722,0.8700483045975627,0.2957640255727444,0.9914437176796554,0.8680211128663606,0.2550031345911639,0.1656189193234549,Crazy rise
TFUELUSDT,0.0,0.0037904417802578,0.1284806678529521,0.0,0.0,0.0,0.2472678944599542,0.2402848761632842,0.3718000027016052,0.2619577786855254,0.2143543338151485,0.9521569890083044,0.6126407909015593,0.3932238335675055,0.0253179842827131,0.1575597994005569,0.0115913230667328,Down
ONEUSDT,0.6878167246687272,0.7360756374064611,0.7524798506135634,0.9286429452870024,1.0,0.9971175043605586,0.4454465236733831,0.5886084393014948,0.2856707251062217,0.3648104693411462,0.5249156024450943,0.1661735222399586,0.6290598250851628,0.7978603621929766,0.6595562899861594,0.2585280992776981,0.0824623645603606,Up
FTMUSDT,0.6996078876130712,0.7563343820356561,0.7876558824069341,0.9298341312048432,1.0,1.0,0.3471300334073683,0.4786641088062779,0.2103285256912649,0.4265710526481932,0.4802176344826554,0.5137398563446598,0.3072999194344046,0.9302159139240532,0.8422218712598263,0.1664490359424351,0.1010511562718992,Crazy rise
ALGOUSDT,0.5508933409596342,0.6304085942261085,0.6712655329590196,0.8874703146206756,0.9821790829760462,1.0,0.3664145863295374,0.56408885418865,0.0237391830208481,0.1998637053022409,0.1699964129119381,0.3814344479678968,0.0955039140463924,0.4402752706707517,0.8025847423170451,0.4090211542314245,0.0829052511415522,Up
GTOUSDT,0.023020132207397,0.0403035147366762,0.1667967387419481,0.3217167082781031,0.1134190916904394,0.3184861777568384,0.5454367180023201,0.532728198371208,0.2940976019171378,0.33839605762133,0.1773276918045986,0.0017262940353004,0.6154571961312433,0.9017259409339976,0.0787920390490085,0.1383687990976167,0.0235674676524953,Down
DOGEUSDT,0.2083152205660194,0.2521586663605722,0.4115202563936231,0.1444985739095757,0.2213903895520294,0.1520922892901779,0.1139741337703071,0.0931794658847147,0.608887043986938,0.3293760894690427,0.1479079241165304,0.8797867631231863,0.0815131131139128,0.8069575515188147,0.0536540373008811,0.0442578988078658,0.0187511812251141,Down
DUSKUSDT,0.1326402388094911,0.1310735224745602,0.1295914746763773,0.6258610981278989,0.1741095042898448,0.6693636512521879,0.6850606028606869,0.710574857734659,0.3395007029733969,0.3211695557175101,0.2935552601847916,0.0269265101585821,0.6874792277148111,0.9335791809809968,0.1487863570713582,0.1149037854401136,0.0455508474576269,Down
ANKRUSDT,0.127679153518545,0.1521705464553959,0.2129366294191152,0.4454989468169926,0.2235167241347676,0.3769764125556607,0.336381450457454,0.3578849720770412,0.3677375401825574,0.1377935319091361,0.2549019187695632,0.9575514371806998,0.211197839453281,0.931943647130707,0.1299885055158393,0.1780801052784207,0.0574508278697633,Down
WINUSDT,0.0341076506547475,0.0559852866582089,0.3615911339909707,0.360302517927388,0.1171737345126368,0.3664451731169941,0.531822834655535,0.5352378292190798,0.4766585623073959,0.1496295017550744,0.1919764132514155,0.0197000427488839,0.4937295878954383,0.5865064771165711,0.0322910952738105,0.0829148353585467,0.0038019601216626,Down
COSUSDT,0.174991659370767,0.2032258064516121,0.24784901823975,0.525689831633353,0.3263559455335503,0.6193452075390921,0.4524910221132061,0.481431444312954,0.3056406272611383,0.3182954237169501,0.1312226407411176,0.0028208621883368,0.2887356674202753,0.9826297970370508,0.2933732651421235,0.2129009637794897,0.0645756457564574,Down
NPXSUSDT,0.0,0.0,1.0,,,,,,,,,0.0,,0.3702572729078868,,,0.0,Steady
COCOSUSDT,0.0731668857075217,0.0958162783375314,0.2186489774218076,0.4503777761245508,0.2085130369183134,0.6746685272547804,0.5224877185000542,0.5196315502103594,0.3083047169835797,0.30563236238756,0.2752295730683006,0.0646934338538568,0.5579290000343692,0.8404703604867334,0.047146090677625,0.110252247967018,0.0315568022440393,Down
MTLUSDT,0.2483987583322499,0.3257094973443908,0.4708281068297137,0.6863919814950777,0.4931369032368161,0.7296792430862247,0.3537334053856736,0.5051653473517874,0.1922637610435481,0.5156929484767901,0.2381245869552758,0.5156065410360188,0.3192942992179424,0.7666801045874981,0.2466214483034242,0.1688475802898643,0.0687401890994049,Down
TOMOUSDT,0.2255031766767908,0.3036315645763168,0.3904584624239317,0.3425553357194597,0.4888901129171909,0.3766856961518875,0.2690127111869372,0.1722049562042066,0.6605702628916483,0.1962405136202881,0.4708014053512582,0.3908741443838874,0.4448772064397688,0.0531577087186167,0.2759035458369371,0.1948841183710651,0.0474576271186441,Down
PERLUSDT,0.1262291976932249,0.1510573662396381,0.216658038384792,0.6951955370396965,0.2204817458683851,0.7148480547799,0.6504493616677257,0.676096312660892,0.3289103876508175,0.1412550131442054,0.2165078234082563,0.0026424227412984,0.8075863295323563,0.8948990310650017,0.1698013985836821,0.1371930577540014,0.0504036657211433,Steady
DENTUSDT,0.1458471242633006,0.1549511805244809,0.177241632891677,0.5090836381554441,0.2409853260763559,0.5024752038626754,0.5028384285596363,0.5201144120353052,0.3266190655649894,0.4883096353355403,0.5925348661253819,0.5262432196366994,0.3591213180517247,0.4989434200115525,0.1148347541880142,0.1220297092654764,0.0366753667536674,Down
MFTUSDT,0.1645902080953026,0.1756026336314004,0.2216631354800617,0.630020800579303,0.2593442904070998,0.6379511487860102,0.4678345952537732,0.632833131519237,0.0858535651903325,0.0501654550401204,0.2951139581196281,0.3687580928164135,0.6935412014390879,0.9382627104122506,0.0969389628335892,0.1473054920762425,0.1563462876453632,Down
KEYUSDT,0.0731995322227918,0.0753230216878532,0.0974047579162801,0.4356232824315485,0.105112781987396,0.4605440814784375,0.6421200646432237,0.6717508913516571,0.2408941745806524,0.7015944319700089,0.0752306690063862,0.0,0.6291437044990286,0.9061132917063,0.1686260281443768,0.2343159808923361,0.0291131278641387,Down
DOCKUSDT,0.1726431809084301,0.3479244963721888,0.5425943547597512,0.5700338867180088,0.4573834090876729,0.6155783631034598,0.4728176343470661,0.4628062546333441,0.4137820110707907,0.636993070907493,0.214571628755445,0.0036877281758032,0.4380762543062779,1.0,0.3088423406247135,0.1561263333247103,0.0241192261921234,Down
WANUSDT,0.1348247453418705,0.1442378045451073,0.1526479663964934,0.6183134885333227,0.2143973737928765,0.4604147019109154,0.5873983359022988,0.632917421017948,0.5390657904581715,0.3509470340462591,0.1893451534890805,0.6707968570147422,0.3475531707680842,0.9009590733737928,0.1583557319355653,0.1290753142927918,0.0220108695652175,Down
FUNUSDT,0.0820341933615583,0.1156990652822647,0.1581257835831028,0.3104066086153264,0.212698384714594,0.3897537147457827,0.3276030380227001,0.3104548995013759,0.4354771057003676,0.3067443049543983,0.1438429745725472,0.0,0.1506799428609913,0.3991816765300304,0.1460164087838304,0.2589722086394079,0.0411798952066758,Down
CVCUSDT,0.3079207409873284,0.4711099480655414,0.6044992182858169,0.7884830143116027,0.6423007134447721,0.7517496257225871,0.3590373724846381,0.4835149840917629,0.1635406331634793,0.4584327177354169,0.2770580451487408,0.7131639728209478,0.13385957771387,0.9124260906485314,0.5620604593342466,0.2832455886631704,0.0943980845744868,Up
CHZUSDT,0.0431284762022915,0.0786690433749254,0.1659486967758342,0.2921690235009846,0.2165951995400055,0.3576591944096532,0.4087067997145057,0.3834557951545642,0.5154832178061833,0.2026544690797707,0.1854062075445702,0.5924051553111773,0.3861012771863669,0.8982894971320506,0.1054532247710623,0.1214380204367537,0.0212488755157118,Down
BANDUSDT,0.1179589102760805,0.1535864112581014,0.1812681674764586,0.584988347575785,0.2022923151060198,0.4760269538722547,0.6002656672776809,0.6353003752359795,0.6179126026516086,0.3281285211933606,0.1420201166642292,0.927594573901336,0.4000620668964926,0.7189129106796701,0.1192071876645459,0.1309373790550946,0.0200002285740409,Down
BUSDUSDT,0.5770456060371622,0.7100000000001293,0.7821142949150264,0.7913802093486249,0.8104198863755002,0.7865652642264034,0.6505694555935145,0.7321440892571005,0.4537129184201161,0.3656833115123181,0.5216783216783549,0.5439937107429278,0.3959496610404344,0.8364613938882842,0.0019814642318378,0.001977458122818,0.0033898305084741,Steady
BEAMUSDT,0.0875378407246092,0.1087175176016695,0.1528286694576288,0.4979624779794424,0.1608965546950781,0.4127767560711517,0.5819943973531183,0.5910348242193673,0.7112881349473611,0.2499002193523564,0.1886820380903873,0.0,0.5615971025005193,0.9000376119219358,0.1233967792760097,0.1916789883033516,0.0807092632222563,Down
XTZUSDT,0.7367861543564532,0.7631722418274413,0.6643867840442927,0.9517354107854658,0.8872353140627433,0.9880970617028836,0.611544290290125,0.7295731579687478,0.4342736193049899,0.4478031598077337,0.5302036677732355,0.4979228178900868,0.1125649084642054,0.8115335281963734,0.7718348286184316,0.2687634511158477,0.1323732946681604,Up
RENUSDT,0.9163481607820192,0.8938956966037461,0.730410579646613,1.0,0.8166270631785031,1.0,0.8944061235563685,0.9846234957140072,0.5527583875631941,0.5989535434372265,0.4696293555167256,0.7839647347508598,0.3868113691477283,0.892270621542556,0.763555599245799,0.2547778745494358,0.05563778193564,Up
RVNUSDT,0.2530168145260172,0.2691178818357093,0.3237461701251561,0.5571218800744329,0.4159625462022262,0.6114476174857971,0.3541727692344109,0.3491339739823798,0.3895728819765712,0.1447045785367239,0.2849543568073615,0.7967713382056584,0.2722302569059499,0.8079603416584902,0.2681611737436164,0.132776641164954,0.0386144964720975,Down
HBARUSDT,0.488053780220097,0.5237075516012271,0.5705458084550858,0.8129781494522236,0.956932686092631,1.0,0.2646779971219476,0.476240141939351,0.0898840987768211,0.1185013160259618,0.2308537630569332,0.7042489769528372,0.2831293370573115,0.7393825038527978,0.6469344436779921,0.3506190649417974,0.1617375747749765,Up
NKNUSDT,0.0830659164037565,0.1167217423232263,0.3162776245121098,0.4483652426621062,0.2732437405456387,0.495685248555253,0.402791941551729,0.3725392190502027,0.5284709463803042,0.016990057968366,0.1992249081125846,0.0267355526589382,0.554757609673335,0.886184667799487,0.0675542705979079,0.1127644546740029,0.0079461018970713,Down
STXUSDT,0.2365261833222095,0.2972657882580674,0.426715416645962,0.6867929760909668,0.4175719115751791,0.7002478614414568,0.509096063984555,0.4350619776379663,0.4310456377756787,0.0749179467251781,0.2575650950035182,0.9424504173751892,0.1561224732670196,0.9708862473139817,0.1303702763552834,0.1823588360650017,0.0252480247133607,Down
KAVAUSDT,0.3855423275382918,0.4326182950076014,0.4572507176543571,0.4739259685640996,0.6463595186588968,0.5758049288943298,0.2205159653414842,0.1838281511672566,0.4518043397055599,0.3532089075431535,0.4147818947718287,0.8517914399783263,0.0800608552956003,0.7840776812340403,0.389666406007254,0.1530619827011887,0.0930586784652207,Down
ARPAUSDT,0.3743068639078772,0.4069390201062137,0.4420949316022636,0.7935353478354336,0.5083986873762932,0.8292465466510233,0.5687755597682084,0.5976848677188329,0.426711904163021,0.4722216485994824,0.3818469947705493,0.0403188262976223,0.5006815376557312,0.92872936031463,0.3414630472582297,0.128757033485189,0.0926791277258567,Steady
IOTXUSDT,0.3938929164363053,0.546065398796817,0.7244342111059284,0.6676986020460467,0.8459311806462018,0.652629128639102,0.1391524091656293,0.1343255819329129,0.2717083778610252,0.6253562742004437,0.4721194962207325,0.0377964559608594,0.0932409819393162,0.9538355951098404,0.6058922202881365,0.3366444476595584,0.0887427558284155,Down
RLCUSDT,0.0861515525295243,0.1669071822085975,0.4177286890964219,0.2618104607253833,0.3491634398876768,0.2593496882959801,0.150079952934043,0.1569779021865887,0.3247989710140725,0.4125875895268854,0.4664909323364219,0.0106356230820485,0.8035992133104582,0.7614115869025493,0.0778363709204302,0.1139855351082472,0.0164047310434218,Down
CTXCUSDT,0.1098900828520809,0.1586083142258997,0.2015264772883967,0.7861949721376472,0.2716007560872053,0.94867494790353,0.7059676266481983,0.8040078260925845,0.3646298677963835,0.7518061675881017,0.0923120089786755,0.0038752952486266,0.2944367289428529,0.9306608081090482,0.2898597968243045,0.2630409152087912,0.0140758873929009,Steady
BCHUSDT,0.0465051451125568,0.0668239511539847,0.0864423115673295,0.2785037807225964,0.1471857033338449,0.2438412475875978,0.2158059358562019,0.2154366125953148,0.676320039050241,0.1227175303865794,0.1725003633940258,0.9158312681968872,0.2392677808656058,0.3312435683204956,0.0403505558458867,0.0792206165446311,0.0160524456566387,Down
TROYUSDT,0.2321227760055444,0.250577320239876,0.2790278520581127,1.0,0.1577076327373737,0.5224776709462239,1.0,0.9926228899826482,0.6923775734161473,0.8312393758158501,0.1287213069039612,0.0,0.2399253768754654,0.9903363491992376,0.5804044738228927,0.4410226962178009,0.0318848116488445,Up
VITEUSDT,0.1031473223525552,0.1231580051392311,0.1765355554198279,0.6317113461556955,0.1862195501335198,0.4608729278733331,0.6118931763418003,0.6457627712402851,0.3520652881248586,0.5408791605479454,0.2193450846931739,0.0,0.4353958820168701,0.964429867857402,0.0968710789921453,0.1391747038212247,0.0492213570634038,Steady
FTTUSDT,0.5243215591227016,0.5338751238850349,0.5144829556281812,0.7050150887994229,0.8598254426527941,0.9798817486480544,0.2334857272195815,0.3369110864576894,0.3234972272751616,0.459901063379784,0.1796330950742143,0.1169050209492337,0.2017178561197158,0.6979178292038017,0.6930753978603674,0.4330278702772398,0.0794490701112751,Steady
EURUSDT,0.1237414349190069,0.0794511805998687,0.0848429757414398,0.0889972137376217,0.030640309449229,0.0920362669296574,0.3505511526004297,0.365551076916165,0.4319920491771132,0.0057345961504034,0.0528371710526371,0.7037133371313331,0.3870581684514233,0.6450176327888101,0.0076561357186931,0.0129898643388927,0.0035912504080969,Steady
OGNUSDT,0.0288281587425495,0.0350165327862095,0.1612941384601875,0.3473652910542885,0.1182243718320788,0.4007163827804733,0.5392720376073686,0.5636059811705967,0.308915328046731,0.1878216742010789,0.1407034625417788,0.2501575199776439,0.4170806023811672,0.8149130891897605,0.0532512653678541,0.1412478354683429,0.0,Down
DREPUSDT,0.0552563117247756,0.0746791241978106,0.1100896274273435,0.5319883432912155,0.1123647178891588,0.5720504676248146,0.6868348987162031,0.7414003855668325,0.2650629508870065,0.7055169132854817,0.1696121759862349,0.0076054294562345,0.6379922748682757,0.8954174902690526,0.0300156831243,0.1070458016436634,0.012666244458518,Down
TCTUSDT,0.075330508255155,0.1076218736206557,0.1559965798151448,0.5614378452570072,0.1861040335831084,0.5065991918115929,0.4394315474524516,0.5533420000825997,0.3990785671502403,0.4617073113502432,0.1256967336152757,0.0028743771352443,0.772761322795696,0.7881123953161706,0.1334742955485554,0.1662473361641113,0.0259327338665606,Down
